Common.Name,Scientific.Name,Migratory.Status,IUCN,WLPA.Schedule,CITES.Appendix,CMS.Appendix,Long.Term.Trend.Mean,Long.Term.Trend.Lower,Long.Term.Trend.Upper,Long.Term.Trend,Current.Annual.Change.Mean,Current.Annual.Change.Lower,Current.Annual.Change.Upper,Current.Annual.Change,Range.Size.Mean,Range.Size.Lower,Range.Size.Upper,Range.Size,Long.Term.Status,Current.Status,Range.Status,Concern.Status
Collared Kingfisher,Todiramphus chloris,R,Least Concern,Schedule-IV,,,,,,,1.078873102,-19.22051472,21.37826092,1.08±20.3,2.4319876,2.3934876,2.4704876,2.43±0.04,Data Deficient,Uncertain,Restricted,Moderate
Crested Kingfisher,Megaceryle lugubris,R,Least Concern,Schedule-IV,,,-16.83457035,-59.76763644,26.09849574,-16.83±42.93,-7.343443719,-14.03837674,-0.648510696,-7.34±6.69,14.8821259,14.8054259,14.9588259,14.88±0.08,Uncertain,Uncertain,Moderate,Low
Pied Kingfisher,Ceryle rudis,R,Least Concern,Schedule-IV,,,-43.87057888,-53.60309933,-34.13805843,-43.87±9.73,-9.957804425,-11.95956427,-7.956044581,-9.96±2,168.1603404,168.0527404,168.2679404,168.16±0.11,Moderate Decline,Strong Decline,Very Large,Moderate
Blue-bearded Bee-eater,Nyctyornis athertoni,R,Least Concern,Schedule-IV,,,6.208168665,-35.50700161,47.92333894,6.21±41.72,-3.622123512,-9.951465777,2.707218753,-3.62±6.33,33.210556,33.141756,33.279356,33.21±0.07,Uncertain,Uncertain,Large,Low
Green Bee-eater,Merops orientalis,R,Least Concern,Schedule-IV,,,-1.044448723,-12.83043466,10.74153722,-1.04±11.79,-3.281734266,-5.015679186,-1.547789346,-3.28±1.73,203.8150039,203.7453039,203.8847039,203.82±0.07,Stable,Moderate Decline,Very Large,Low
Blue-cheeked Bee-eater,Merops persicus,S,Least Concern,Schedule-IV,,,,,,,-9.07774711,-19.42266981,1.26717559,-9.08±10.34,17.0261635,16.9225635,17.1297635,17.03±0.1,Data Deficient,Uncertain,Moderate,Low
Blue-tailed Bee-eater,Merops philippinus,LM,Least Concern,Schedule-IV,,,42.23280133,-3.67469101,88.14029367,42.23±45.91,-2.625677105,-7.627608761,2.376254551,-2.63±5,32.7589663,32.6786663,32.8392663,32.76±0.08,Uncertain,Uncertain,Large,Low
Chestnut-headed Bee-eater,Merops leschenaulti,LM,Least Concern,Schedule-IV,,,-19.39933587,-50.86736035,12.06868861,-19.4±31.47,-3.820858904,-9.926512836,2.284795028,-3.82±6.11,16.5606139,16.5049139,16.6163139,16.56±0.06,Uncertain,Uncertain,Moderate,Low
European Roller,Coracias garrulus,W/P,Least Concern,Schedule-IV,,Appendix I,,,,,4.469713738,-12.32967756,21.26910504,4.47±16.8,29.0926785,28.9986785,29.1866785,29.09±0.09,Data Deficient,Uncertain,Large,Low
Indian Roller,Coracias benghalensis,R,Least Concern,Schedule-IV,,,-28.45428933,-38.59085089,-18.31772777,-28.45±10.14,-6.414231469,-8.339121996,-4.489340942,-6.41±1.92,207.0299764,206.9434764,207.1164764,207.03±0.09,Stable,Strong Decline,Very Large,Low
Dollarbird,Eurystomus orientalis,R,Least Concern,Schedule-IV,,,-5.986502079,-75.23134095,63.25833679,-5.99±69.24,-7.043130593,-17.01513772,2.928876536,-7.04±9.97,14.0731033,14.0247033,14.1215033,14.07±0.05,Uncertain,Uncertain,Moderate,Low
Malabar Barbet,Psilopogon malabaricus,R,Least Concern,Schedule-IV,,,-62.16795927,-86.22083752,-38.11508102,-62.17±24.05,-8.058461882,-16.70730953,0.590385764,-8.06±8.65,9.4047824,9.3762824,9.4332824,9.4±0.03,Moderate Decline,Uncertain,Moderate,Moderate
Coppersmith Barbet,Psilopogon haemacephalus,R,Least Concern,Schedule-IV,,,4.22387091,-11.28880407,19.73654589,4.22±15.51,3.135495535,0.290267721,5.980723349,3.14±2.85,173.5050956,173.4224956,173.5876956,173.51±0.08,Stable,Uncertain,Very Large,Low
Blue-eared Barbet,Psilopogon duvaucelii,R,Least Concern,Schedule-IV,,,,,,,3.107821759,-32.48695914,38.70260266,3.11±35.59,11.3395071,11.1931071,11.4859071,11.34±0.15,Data Deficient,Uncertain,Moderate,Low
Great Barbet,Psilopogon virens,R,Least Concern,Schedule-IV,,,33.86266869,-20.02584261,87.75117999,33.86±53.89,2.225722057,-4.834261225,9.285705339,2.23±7.06,23.6447928,23.5926928,23.6968928,23.64±0.05,Uncertain,Uncertain,Moderate,Low
Lineated Barbet,Psilopogon lineatus,R,Least Concern,Schedule-IV,,,-18.02373508,-51.14459951,15.09712935,-18.02±33.12,-2.601055413,-8.987059466,3.78494864,-2.6±6.39,21.277156,21.195956,21.358356,21.28±0.08,Uncertain,Uncertain,Moderate,Low
Brown-headed Barbet,Psilopogon zeylanicus,R,Least Concern,Schedule-IV,,,22.58227126,-11.82968089,56.99422341,22.58±34.41,1.449826732,-3.474639441,6.374292905,1.45±4.92,79.6592962,79.5917962,79.7267962,79.66±0.07,Uncertain,Uncertain,Large,Low
White-cheeked Barbet,Psilopogon viridis,R,Least Concern,Schedule-IV,,,12.2681351,-48.72297986,73.25925006,12.27±60.99,3.749908814,-6.939375206,14.43919283,3.75±10.69,26.7450526,26.7067526,26.7833526,26.75±0.04,Uncertain,Uncertain,Large,Low
Golden-throated Barbet,Psilopogon franklinii,R,Least Concern,Schedule-IV,,,,,,,-15.39197066,-24.03540982,-6.748531502,-15.39±8.64,7.5979494,7.5259494,7.6699494,7.6±0.07,Data Deficient,Strong Decline,Moderate,Moderate
Blue-throated Barbet,Psilopogon asiaticus,R,Least Concern,Schedule-IV,,,17.3194191,-23.81881589,58.45765409,17.32±41.14,3.906237804,-2.730975884,10.54345149,3.91±6.64,34.7905128,34.7377128,34.8433128,34.79±0.05,Uncertain,Uncertain,Large,Low
Yellow-rumped Honeyguide,Indicator xanthonotus,R,Near Threatened,Schedule-IV,,,,,,,,,,,2.1344391,2.0703391,2.1985391,2.13±0.06,Data Deficient,Data Deficient,Restricted,Moderate
Eurasian Wryneck,Jynx torquilla,W/P,Least Concern,Schedule-IV,,,-43.45489863,-100,53.82804162,-43.45±97.28,0.544771333,-29.34565396,30.43519662,0.54±29.89,33.4187735,33.3065735,33.5309735,33.42±0.11,Uncertain,Uncertain,Large,Low
Speckled Piculet,Picumnus innominatus,R,Least Concern,Schedule-IV,,,-29.06963647,-61.75367422,3.61440128,-29.07±32.68,2.706118129,-6.074265946,11.4865022,2.71±8.78,29.346036,29.269036,29.423036,29.35±0.08,Uncertain,Uncertain,Large,Low
White-browed Piculet,Sasia ochracea,R,Least Concern,Schedule-IV,,,,,,,-5.331480439,-37.40102828,26.7380674,-5.33±32.07,9.1307017,9.0305017,9.2309017,9.13±0.1,Data Deficient,Uncertain,Moderate,Low
Heart-spotted Woodpecker,Hemicircus canente,R,Least Concern,Schedule-IV,,,-66.51954423,-82.02530048,-51.01378798,-66.52±15.51,-10.68319617,-16.28065505,-5.08573729,-10.68±5.6,13.0650464,13.0273464,13.1027464,13.07±0.04,Strong Decline,Strong Decline,Moderate,High
Brown-capped Pygmy Woodpecker,Dendrocopos nanus,R,Least Concern,Schedule-IV,,,-59.49180613,-70.69199961,-48.29161265,-59.49±11.2,-3.948852906,-8.36081081,0.463104998,-3.95±4.41,67.8942075,67.8036075,67.9848075,67.89±0.09,Moderate Decline,Uncertain,Large,Moderate
Grey-capped Pygmy Woodpecker,Dendrocopos canicapillus,R,Least Concern,Schedule-IV,,,-30.04512664,-63.72807061,3.63781733,-30.05±33.68,-7.678938923,-13.82278978,-1.535088066,-7.68±6.14,21.2473815,21.1423815,21.3523815,21.25±0.1,Uncertain,Moderate Decline,Moderate,Moderate
Yellow-fronted Pied Woodpecker,Leiopicus mahrattensis,R,Least Concern,Schedule-IV,,,-72.09865937,-79.71031859,-64.48700015,-72.1±7.61,-6.19090651,-10.11694593,-2.264867091,-6.19±3.93,84.4647678,84.3565678,84.5729678,84.46±0.11,Strong Decline,Moderate Decline,Large,High
Brown-fronted Pied Woodpecker,Dendrocopos auriceps,R,Least Concern,Schedule-IV,,,-24.13674524,-67.90336822,19.62987774,-24.14±43.77,-3.958800118,-12.79884884,4.881248604,-3.96±8.84,10.8489991,10.7920991,10.9058991,10.85±0.06,Uncertain,Uncertain,Moderate,Low
Rufous-bellied Woodpecker,Dendrocopos hyperythrus,R,Least Concern,Schedule-IV,,,,,,,2.066229076,-22.94944819,27.08190635,2.07±25.02,6.0845652,6.0291652,6.1399652,6.08±0.06,Data Deficient,Uncertain,Moderate,Low
Fulvous-breasted Pied Woodpecker,Dendrocopos macei,R,Least Concern,Schedule-IV,,,26.26490684,-23.31016871,75.83998239,26.26±49.58,-3.483618927,-9.01830942,2.051071566,-3.48±5.53,31.1787583,31.0866583,31.2708583,31.18±0.09,Uncertain,Uncertain,Large,Low
Darjeeling Pied Woodpecker,Dendrocopos darjellensis,R,Least Concern,Schedule-IV,,,,,,,,,,,3.5521269,3.4681269,3.6361269,3.55±0.08,Data Deficient,Data Deficient,Restricted,Moderate
Himalayan Pied Woodpecker,Dendrocopos himalayensis,R,Least Concern,Schedule-IV,,,-33.81415518,-83.38280717,15.75449681,-33.81±49.57,-9.044237782,-18.37105269,0.282577126,-9.04±9.33,10.9933335,10.9365335,11.0501335,10.99±0.06,Uncertain,Uncertain,Moderate,Low
Bay Woodpecker,Blythipicus pyrrhotis,R,Least Concern,Schedule-IV,,,,,,,-1.295130549,-41.47463115,38.88437005,-1.3±40.18,8.0697563,7.9670563,8.1724563,8.07±0.1,Data Deficient,Uncertain,Moderate,Low
Greater Golden-backed Woodpecker,Chrysocolaptes guttacristatus,R,Least Concern,Schedule-IV,,,-40.24730447,-57.91830085,-22.57630809,-40.25±17.67,1.830529549,-3.591148528,7.252207626,1.83±5.42,42.3094499,42.2456499,42.3732499,42.31±0.06,Stable,Uncertain,Large,Low
White-naped Woodpecker,Chrysocolaptes festivus,R,Least Concern,Schedule-IV,,,-39.81423108,-63.2727114,-16.35575076,-39.81±23.46,-3.442508626,-9.455161584,2.570144332,-3.44±6.01,42.205939,42.094739,42.317139,42.21±0.11,Stable,Uncertain,Large,Low
Rufous Woodpecker,Micropternus brachyurus,R,Least Concern,Schedule-IV,,,-42.11087507,-60.29888521,-23.92286493,-42.11±18.19,-2.295460618,-7.288954291,2.698033055,-2.3±4.99,42.6791611,42.6026611,42.7556611,42.68±0.08,Stable,Uncertain,Large,Low
Pale-headed Woodpecker,Gecinulus grantia,R,Least Concern,Schedule-IV,,,,,,,,,,,5.1596364,4.9976364,5.3216364,5.16±0.16,Data Deficient,Data Deficient,Moderate,Moderate
Himalayan Golden-backed Woodpecker,Dinopium shorii,R,Least Concern,Schedule-IV,,,-66.81962626,-93.88537512,-39.7538774,-66.82±27.07,1.131575153,-13.52058564,15.78373594,1.13±14.65,8.030183,7.935283,8.125083,8.03±0.09,Moderate Decline,Uncertain,Moderate,Moderate
Common Golden-backed Woodpecker,Dinopium javanense,R,Least Concern,Schedule-IV,,,,,,,,,,,7.1736927,7.1143927,7.2329927,7.17±0.06,Data Deficient,Data Deficient,Moderate,Moderate
Lesser Golden-backed Woodpecker,Dinopium benghalense,R,Least Concern,Schedule-IV,,,-12.88817005,-27.44927166,1.67293156,-12.89±14.56,4.623717174,1.374478987,7.872955361,4.62±3.25,129.0228849,128.9408849,129.1048849,129.02±0.08,Stable,Moderate Increase,Very Large,Low
Lesser Yellow-naped Woodpecker,Picus chlorolophus,R,Least Concern,Schedule-IV,,,-17.55239079,-45.11543486,10.01065328,-17.55±27.56,2.350334949,-3.531572327,8.232242225,2.35±5.88,37.2101378,37.1388378,37.2814378,37.21±0.07,Uncertain,Uncertain,Large,Low
Streak-throated Woodpecker,Picus xanthopygaeus,R,Least Concern,Schedule-IV,,,29.08189506,-27.39124588,85.555036,29.08±56.47,-6.170526005,-11.98462975,-0.356422256,-6.17±5.81,28.7923776,28.7260776,28.8586776,28.79±0.07,Uncertain,Uncertain,Large,Low
Scaly-bellied Woodpecker,Picus squamatus,R,Least Concern,Schedule-IV,,,,,,,-5.812784195,-16.18941103,4.563842635,-5.81±10.38,12.5802604,12.5250604,12.6354604,12.58±0.06,Data Deficient,Uncertain,Moderate,Low
Grey-headed Woodpecker,Picus canus,R,Least Concern,Schedule-IV,,,15.9589182,-36.30586153,68.22369793,15.96±52.26,6.742747529,-2.527644096,16.01313915,6.74±9.27,20.2810374,20.2199374,20.3421374,20.28±0.06,Uncertain,Uncertain,Moderate,Low
Greater Yellow-naped Woodpecker,Chrysophlegma flavinucha,R,Least Concern,Schedule-IV,,,30.93724674,-42.99450958,104.8690031,30.94±73.93,5.360032038,-6.106868592,16.82693267,5.36±11.47,14.7875127,14.6985127,14.8765127,14.79±0.09,Uncertain,Uncertain,Moderate,Low
Great Slaty Woodpecker,Mulleripicus pulverulentus,R,Vulnerable,Schedule-IV,,,,,,,,,,,3.2734738,3.2005738,3.3463738,3.27±0.07,Data Deficient,Data Deficient,Restricted,High
White-bellied Woodpecker,Dryocopus javensis,R,Least Concern,Schedule-IV,,,-55.57558469,-82.19436751,-28.95680187,-55.58±26.62,-2.22708768,-11.87509626,7.420920897,-2.23±9.65,8.597704,8.558404,8.637004,8.6±0.04,Moderate Decline,Uncertain,Moderate,Moderate
Andaman Woodpecker,Dryocopus hodgei,R,Vulnerable,Schedule-IV,,,,,,,,,,,0.4983798,0.4925798,0.5041798,0.5±0.01,Data Deficient,Data Deficient,Restricted,High
Collared Falconet,Microhierax caerulescens,R,Least Concern,Schedule-IV,Appendix II,Appendix II,,,,,,,,,3.4623234,3.4096234,3.5150234,3.46±0.05,Data Deficient,Data Deficient,Restricted,Moderate
Common Kestrel,Falco tinnunculus,LM,Least Concern,Schedule-IV,Appendix II,Appendix II,-56.70325273,-65.94381687,-47.46268859,-56.7±9.24,-12.89831001,-15.17480806,-10.62181197,-12.9±2.28,19.2621438,19.1865438,19.3377438,19.26±0.08,Moderate Decline,Strong Decline,Moderate,Moderate
Red-necked Falcon,Falco chicquera,R,Near Threatened,Schedule-I,Appendix II,Appendix II,-64.58934214,-77.56465841,-51.61402587,-64.59±12.98,-8.127361994,-12.96003122,-3.294692766,-8.13±4.83,56.3194529,56.1818529,56.4570529,56.32±0.14,Strong Decline,Strong Decline,Large,High
Amur Falcon,Falco amurensis,W/P,Least Concern,Schedule-IV,Appendix II,Appendix II,,,,,-7.732161503,-28.61595572,13.15163272,-7.73±20.88,8.444595,8.382795,8.506395,8.44±0.06,Data Deficient,Uncertain,Moderate,Low
Eurasian Hobby,Falco subbuteo,LM,Least Concern,Schedule-IV,Appendix II,Appendix II,,,,,-1.833436675,-56.45623469,52.78936134,-1.83±54.62,4.7537997,4.4875997,5.0199997,4.75±0.27,Data Deficient,Uncertain,Moderate,Low
Laggar Falcon,Falco jugger,R,Near Threatened,Schedule-I,Appendix I,Appendix II,,,,,7.316945678,-30.36973974,45.0036311,7.32±37.69,15.4269267,15.3552267,15.4986267,15.43±0.07,Data Deficient,Uncertain,Moderate,Moderate
Peregrine Falcon,Falco peregrinus,LM,Least Concern,Schedule-I,Appendix I,Appendix II,-34.97001647,-55.4758899,-14.46414304,-34.97±20.51,-3.601641746,-8.361777978,1.158494486,-3.6±4.76,17.6740698,17.5261698,17.8219698,17.67±0.15,Stable,Uncertain,Moderate,Low
Alexandrine Parakeet,Psittacula eupatria,R,Near Threatened,Schedule-IV,Appendix II,,56.1628863,18.51739024,93.80838236,56.16±37.65,5.956293792,1.308706325,10.60388126,5.96±4.65,101.4961205,101.4144205,101.5778205,101.5±0.08,Uncertain,Moderate Increase,Very Large,Low
Rose-ringed Parakeet,Psittacula krameri,R,Least Concern,Schedule-IV,,,18.93748971,5.66076866,32.21421076,18.94±13.28,1.243935563,-0.647841004,3.13571213,1.24±1.89,207.7106962,207.6401962,207.7811962,207.71±0.07,Stable,Stable,Very Large,Low
Slaty-headed Parakeet,Psittacula himalayana,R,Least Concern,Schedule-IV,Appendix II,,10.37819049,-67.40255261,88.15893359,10.38±77.78,8.020456477,-7.438205673,23.47911863,8.02±15.46,11.2935814,11.2316814,11.3554814,11.29±0.06,Uncertain,Uncertain,Moderate,Low
Plum-headed Parakeet,Psittacula cyanocephala,R,Least Concern,Schedule-IV,Appendix II,,-30.53208817,-44.85496142,-16.20921492,-30.53±14.32,-0.416864622,-4.17872987,3.345000626,-0.42±3.76,129.602715,129.525415,129.680015,129.6±0.08,Stable,Uncertain,Very Large,Low
Malabar Parakeet,Psittacula columboides,R,Least Concern,Schedule-IV,Appendix II,,-57.99442386,-85.361334,-30.62751372,-57.99±27.37,-5.416297935,-15.02621095,4.193615084,-5.42±9.61,13.1427753,13.1096753,13.1758753,13.14±0.03,Moderate Decline,Uncertain,Moderate,Moderate
Red-breasted Parakeet,Psittacula alexandri,R,Near Threatened,Schedule-IV,Appendix II,,18.41731344,-66.00899171,102.8436186,18.42±84.43,-5.078910279,-15.5832489,5.425428341,-5.08±10.5,12.1292856,12.0775856,12.1809856,12.13±0.05,Uncertain,Uncertain,Moderate,Moderate
Nicobar Parakeet,Psittacula caniceps,R,Near Threatened,Schedule-IV,Appendix II,,,,,,,,,,0.0953,0.0953,0.0953,0.1,Data Deficient,Data Deficient,Restricted,Moderate
Long-tailed Parakeet,Psittacula longicauda,R,Vulnerable,Schedule-IV,Appendix II,,,,,,14.59217371,1.14807069,28.03627673,14.59±13.44,0.6035661,0.5972661,0.6098661,0.6±0.01,Data Deficient,Moderate Increase,Restricted,Low
Vernal Hanging Parrot,Loriculus vernalis,R,Least Concern,Schedule-IV,Appendix II,,-40.03309584,-71.78394913,-8.28224255,-40.03±31.75,3.99292685,-6.96842051,14.95427421,3.99±10.96,22.2023756,22.1630756,22.2416756,22.2±0.04,Uncertain,Uncertain,Moderate,Low
Long-tailed Broadbill,Psarisomus dalhousiae,R,Least Concern,Schedule-IV,,,,,,,7.396882336,-14.80096304,29.59472772,7.4±22.2,9.1781077,9.1238077,9.2324077,9.18±0.05,Data Deficient,Uncertain,Moderate,Low
Blue-naped Pitta,Hydrornis nipalensis,R,Least Concern,Schedule-IV,,,,,,,,,,,4.7910551,4.7088551,4.8732551,4.79±0.08,Data Deficient,Data Deficient,Moderate,Moderate
Indian Pitta,Pitta brachyura,LM,Least Concern,Schedule-IV,,,-33.13807556,-63.23191208,-3.04423904,-33.14±30.09,3.18673574,-5.463643528,11.83711501,3.19±8.65,29.7478404,29.6752404,29.8204404,29.75±0.07,Uncertain,Uncertain,Large,Low
Malabar Woodshrike,Tephrodornis sylvicola,R,Least Concern,Schedule-IV,,Appendix II,-68.91143391,-83.61863932,-54.2042285,-68.91±14.71,-3.956485201,-11.25304885,3.340078451,-3.96±7.3,9.0713591,9.0325591,9.1101591,9.07±0.04,Strong Decline,Uncertain,Moderate,Moderate
Large Woodshrike,Tephrodornis virgatus,R,Least Concern,Schedule-IV,,Appendix II,-7.675063883,-86.99818823,71.64806047,-7.68±79.32,2.69426347,-14.65637224,20.04489918,2.69±17.35,14.5949752,14.5070752,14.6828752,14.59±0.09,Uncertain,Uncertain,Moderate,Low
Common Woodshrike,Tephrodornis pondicerianus,R,Least Concern,Schedule-IV,,Appendix II,-62.09537316,-69.08050496,-55.11024136,-62.1±6.99,-5.850823067,-8.520322799,-3.181323335,-5.85±2.67,135.046883,134.926883,135.166883,135.05±0.12,Strong Decline,Strong Decline,Very Large,High
Bar-winged Flycatcher-shrike,Hemipus picatus,R,Least Concern,Schedule-IV,,Appendix II,-51.29295336,-67.9846254,-34.60128132,-51.29±16.69,-1.323094378,-6.978532331,4.332343575,-1.32±5.66,31.1401717,31.0828717,31.1974717,31.14±0.06,Moderate Decline,Uncertain,Large,Moderate
Ashy Woodswallow,Artamus fuscus,R,Least Concern,Schedule-IV,,Appendix II,-38.52170478,-55.58742658,-21.45598298,-38.52±17.07,-7.220120007,-10.80815251,-3.6320875,-7.22±3.59,65.9098896,65.8376896,65.9820896,65.91±0.07,Stable,Strong Decline,Large,Moderate
Common Iora,Aegithina tiphia,R,Least Concern,Schedule-IV,,,-39.49112163,-48.79669757,-30.1855457,-39.49±9.31,-3.801464416,-6.203980164,-1.398948668,-3.8±2.4,149.6794646,149.5954646,149.7634646,149.68±0.08,Moderate Decline,Moderate Decline,Very Large,Moderate
Marshall's Iora,Aegithina nigrolutea,R,Least Concern,Schedule-IV,,,,,,,-2.874465158,-18.03334623,12.28441591,-2.87±15.16,8.4089944,8.3567944,8.4611944,8.41±0.05,Data Deficient,Uncertain,Moderate,Low
White-bellied Minivet,Pericrocotus erythropygius,R,Least Concern,Schedule-IV,,,,,,,-8.35519563,-17.90834046,1.197949195,-8.36±9.55,13.5798551,13.5022551,13.6574551,13.58±0.08,Data Deficient,Uncertain,Moderate,Low
Small Minivet,Pericrocotus cinnamomeus,R,Least Concern,Schedule-IV,,,-58.46616621,-66.4795562,-50.45277622,-58.47±8.01,-6.369592926,-9.12192501,-3.617260842,-6.37±2.75,137.2461029,137.1442029,137.3480029,137.25±0.1,Strong Decline,Strong Decline,Very Large,High
Short-billed Minivet,Pericrocotus brevirostris,R,Least Concern,Schedule-IV,,,-56.81887005,-100,16.71565811,-56.82±73.53,0.417757474,-30.78780589,31.62332083,0.42±31.21,9.6540989,9.5717989,9.7363989,9.65±0.08,Uncertain,Uncertain,Moderate,Low
Long-tailed Minivet,Pericrocotus ethologus,R,Least Concern,Schedule-IV,,,-29.06134721,-58.89428643,0.77159201,-29.06±29.83,-7.208799438,-12.98446435,-1.433134526,-7.21±5.78,29.3514585,29.2802585,29.4226585,29.35±0.07,Uncertain,Moderate Decline,Large,Moderate
Orange Minivet,Pericrocotus flammeus,R,Least Concern,Schedule-IV,,,-49.88309982,-74.98111434,-24.7850853,-49.88±25.1,-7.23357907,-13.89032225,-0.576835893,-7.23±6.66,19.6757811,19.6388811,19.7126811,19.68±0.04,Uncertain,Uncertain,Moderate,Low
Scarlet Minivet,Pericrocotus speciosus,R,Least Concern,Schedule-IV,,,-10.01217468,-43.02362432,22.99927496,-10.01±33.01,-3.405317147,-8.909916579,2.099282285,-3.41±5.5,37.6097964,37.5345964,37.6849964,37.61±0.08,Uncertain,Uncertain,Large,Low
Large Cuckooshrike,Coracina javensis,R,Least Concern,Schedule-IV,,,-64.73057534,-73.20952753,-56.25162315,-64.73±8.48,-4.786709582,-8.448736586,-1.124682578,-4.79±3.66,93.3218815,93.2247815,93.4189815,93.32±0.1,Strong Decline,Moderate Decline,Large,High
Andaman Cuckooshrike,Coracina dobsoni,R,Near Threatened,Schedule-IV,,,,,,,,,,,0.3229396,0.2618396,0.3840396,0.32±0.06,Data Deficient,Data Deficient,Restricted,Moderate
Black-winged Cuckooshrike,Lalage melaschistos,LM,Least Concern,Schedule-IV,,,-31.48133975,-100,41.65118952,-31.48±73.13,10.66107421,-15.26134076,36.58348918,10.66±25.92,6.8181483,6.3764483,7.2598483,6.82±0.44,Uncertain,Uncertain,Moderate,Low
Black-headed Cuckooshrike,Lalage melanoptera,LM,Least Concern,Schedule-IV,,,-49.65610954,-63.892405,-35.41981408,-49.66±14.24,2.458081153,-2.688122178,7.604284484,2.46±5.15,24.1818073,24.0571073,24.3065073,24.18±0.12,Moderate Decline,Uncertain,Moderate,Moderate
Isabelline Shrike,Lanius isabellinus,W/P,Least Concern,Schedule-IV,,,-38.22737649,-100,26.9362493,-38.23±65.16,0.845989674,-18.08339574,19.77537508,0.85±18.93,26.5891049,26.5035049,26.6747049,26.59±0.09,Uncertain,Uncertain,Large,Low
Brown Shrike,Lanius cristatus,W/P,Least Concern,Schedule-IV,,,-31.65969458,-53.06875986,-10.2506293,-31.66±21.41,-6.410456996,-11.02719904,-1.793714957,-6.41±4.62,85.829809,85.752509,85.907109,85.83±0.08,Stable,Moderate Decline,Large,Low
Bay-backed Shrike,Lanius vittatus,R,Least Concern,Schedule-IV,,,-57.91721398,-67.44359983,-48.39082813,-57.92±9.53,-4.456362145,-7.828948345,-1.083775945,-4.46±3.37,129.4043637,129.3095637,129.4991637,129.4±0.09,Moderate Decline,Uncertain,Very Large,Moderate
Long-tailed Shrike,Lanius schach,LM,Least Concern,Schedule-IV,,,-18.26349381,-32.63805795,-3.88892967,-18.26±14.37,-6.008107229,-8.473804289,-3.542410169,-6.01±2.47,55.9634242,55.8715242,56.0553242,55.96±0.09,Stable,Strong Decline,Large,Moderate
